,,Released Heg start,Released Heg start,,Other sites containing heg,
,,x,y,av_d,x,y
20,516517,296.304,1028.41,777.467,1262,471
20,516517,296.304,1028.41,777.467,1196,265
20,516517,296.304,1028.41,777.467,1159,164
20,516517,296.304,1028.41,777.467,1047,279
20,516517,296.304,1028.41,777.467,784,615
20,516517,296.304,1028.41,777.467,660,645
20,516517,296.304,1028.41,777.467,917,610
20,516517,296.304,1028.41,777.467,950,912
20,516517,296.304,1028.41,777.467,965,993
20,516517,296.304,1028.41,777.467,670,801
20,516517,296.304,1028.41,777.467,642,585
20,516517,296.304,1028.41,777.467,643,752
20,516517,296.304,1028.41,777.467,795,822
20,516517,296.304,1028.41,777.467,597,562
20,516517,296.304,1028.41,777.467,915,501
20,516517,296.304,1028.41,777.467,514,823
20,516517,296.304,1028.41,777.467,585,696
20,516517,296.304,1028.41,777.467,691,816
20,516517,296.304,1028.41,777.467,966,626
20,516517,296.304,1028.41,777.467,888,933
20,516517,296.304,1028.41,777.467,810,550
20,516517,296.304,1028.41,777.467,955,920
20,516517,296.304,1028.41,777.467,677,906
20,516517,296.304,1028.41,777.467,848,548
20,516517,296.304,1028.41,777.467,881,561
20,516517,296.304,1028.41,777.467,835,992
20,516517,296.304,1028.41,777.467,556,533
20,516517,296.304,1028.41,777.467,690,670
20,516517,296.304,1028.41,777.467,885,355
20,516517,296.304,1028.41,777.467,576,373
20,516517,296.304,1028.41,777.467,892,190
20,516517,296.304,1028.41,777.467,976,385
20,516517,296.304,1028.41,777.467,552,467
20,516517,296.304,1028.41,777.467,712,72
20,516517,296.304,1028.41,777.467,761,477
20,516517,296.304,1028.41,777.467,868,265
20,516517,296.304,1028.41,777.467,608,6
20,516517,296.304,1028.41,777.467,672,467
20,516517,296.304,1028.41,777.467,989,372
20,516517,296.304,1028.41,777.467,689,281
20,516517,296.304,1028.41,777.467,956,35
20,516517,296.304,1028.41,777.467,639,317
21,539727,296.304,1028.41,785.002,1131,555
21,539727,296.304,1028.41,785.002,1073,829
21,539727,296.304,1028.41,785.002,1182,562
21,539727,296.304,1028.41,785.002,1368,553
21,539727,296.304,1028.41,785.002,1020,671
21,539727,296.304,1028.41,785.002,1456,595
21,539727,296.304,1028.41,785.002,1051,810
21,539727,296.304,1028.41,785.002,1250,509
21,539727,296.304,1028.41,785.002,1479,666
21,539727,296.304,1028.41,785.002,1410,622
21,539727,296.304,1028.41,785.002,1211,717
21,539727,296.304,1028.41,785.002,1289,655
21,539727,296.304,1028.41,785.002,1168,617
21,539727,296.304,1028.41,785.002,1234,524
21,539727,296.304,1028.41,785.002,1153,793
21,539727,296.304,1028.41,785.002,1355,666
21,539727,296.304,1028.41,785.002,1081,632
21,539727,296.304,1028.41,785.002,1292,217
21,539727,296.304,1028.41,785.002,1440,498
21,539727,296.304,1028.41,785.002,1102,210
21,539727,296.304,1028.41,785.002,1386,221
21,539727,296.304,1028.41,785.002,1357,64
21,539727,296.304,1028.41,785.002,1225,183
21,539727,296.304,1028.41,785.002,1324,159
21,539727,296.304,1028.41,785.002,1271,350
21,539727,296.304,1028.41,785.002,1458,210
21,539727,296.304,1028.41,785.002,1467,143
21,539727,296.304,1028.41,785.002,1389,486
21,539727,296.304,1028.41,785.002,1146,216
21,539727,296.304,1028.41,785.002,1486,453
21,539727,296.304,1028.41,785.002,1351,411
21,539727,296.304,1028.41,785.002,1475,153
21,539727,296.304,1028.41,785.002,1434,109
21,539727,296.304,1028.41,785.002,1468,328
21,539727,296.304,1028.41,785.002,1031,442
21,539727,296.304,1028.41,785.002,1432,382
21,539727,296.304,1028.41,785.002,1390,89
21,539727,296.304,1028.41,785.002,1292,427
21,539727,296.304,1028.41,785.002,1123,215
21,539727,296.304,1028.41,785.002,1168,70
21,539727,296.304,1028.41,785.002,1437,141
21,539727,296.304,1028.41,785.002,1261,343
21,539727,296.304,1028.41,785.002,1328,7
21,539727,296.304,1028.41,785.002,1345,330
21,539727,296.304,1028.41,785.002,1073,80
21,539727,296.304,1028.41,785.002,1290,302
21,539727,296.304,1028.41,785.002,1389,476
21,539727,296.304,1028.41,785.002,1064,372
21,539727,296.304,1028.41,785.002,1262,471
21,539727,296.304,1028.41,785.002,1196,265
21,539727,296.304,1028.41,785.002,1159,164
21,539727,296.304,1028.41,785.002,1047,279
21,539727,296.304,1028.41,785.002,1341,290
21,539727,296.304,1028.41,785.002,784,615
21,539727,296.304,1028.41,785.002,660,645
21,539727,296.304,1028.41,785.002,917,610
21,539727,296.304,1028.41,785.002,950,912
21,539727,296.304,1028.41,785.002,965,993
21,539727,296.304,1028.41,785.002,670,801
21,539727,296.304,1028.41,785.002,642,585
21,539727,296.304,1028.41,785.002,643,752
21,539727,296.304,1028.41,785.002,795,822
21,539727,296.304,1028.41,785.002,597,562
21,539727,296.304,1028.41,785.002,915,501
21,539727,296.304,1028.41,785.002,514,823
21,539727,296.304,1028.41,785.002,691,816
21,539727,296.304,1028.41,785.002,966,626
21,539727,296.304,1028.41,785.002,888,933
21,539727,296.304,1028.41,785.002,810,550
21,539727,296.304,1028.41,785.002,955,920
21,539727,296.304,1028.41,785.002,881,561
21,539727,296.304,1028.41,785.002,835,992
21,539727,296.304,1028.41,785.002,556,533
21,539727,296.304,1028.41,785.002,690,670
21,539727,296.304,1028.41,785.002,657,811
21,539727,296.304,1028.41,785.002,522,883
21,539727,296.304,1028.41,785.002,885,355
21,539727,296.304,1028.41,785.002,576,373
21,539727,296.304,1028.41,785.002,892,190
21,539727,296.304,1028.41,785.002,976,385
21,539727,296.304,1028.41,785.002,552,467
21,539727,296.304,1028.41,785.002,712,72
21,539727,296.304,1028.41,785.002,761,477
21,539727,296.304,1028.41,785.002,994,449
21,539727,296.304,1028.41,785.002,608,6
21,539727,296.304,1028.41,785.002,672,467
21,539727,296.304,1028.41,785.002,989,372
21,539727,296.304,1028.41,785.002,689,281
21,539727,296.304,1028.41,785.002,956,35
21,539727,296.304,1028.41,785.002,639,317
21,539727,296.304,1028.41,785.002,988,301
22,561524,296.304,1028.41,786.644,1131,555
22,561524,296.304,1028.41,786.644,1073,829
22,561524,296.304,1028.41,786.644,1182,562
22,561524,296.304,1028.41,786.644,1368,553
22,561524,296.304,1028.41,786.644,1020,671
22,561524,296.304,1028.41,786.644,1456,595
22,561524,296.304,1028.41,786.644,1051,810
22,561524,296.304,1028.41,786.644,1250,509
22,561524,296.304,1028.41,786.644,1479,666
22,561524,296.304,1028.41,786.644,1410,622
22,561524,296.304,1028.41,786.644,1211,717
22,561524,296.304,1028.41,786.644,1289,655
22,561524,296.304,1028.41,786.644,1168,617
22,561524,296.304,1028.41,786.644,1234,524
22,561524,296.304,1028.41,786.644,1153,793
22,561524,296.304,1028.41,786.644,1355,666
22,561524,296.304,1028.41,786.644,1190,615
22,561524,296.304,1028.41,786.644,1292,217
22,561524,296.304,1028.41,786.644,1440,498
22,561524,296.304,1028.41,786.644,1102,210
22,561524,296.304,1028.41,786.644,1386,221
22,561524,296.304,1028.41,786.644,1357,64
22,561524,296.304,1028.41,786.644,1225,183
22,561524,296.304,1028.41,786.644,1324,159
22,561524,296.304,1028.41,786.644,1271,350
22,561524,296.304,1028.41,786.644,1458,210
22,561524,296.304,1028.41,786.644,1467,143
22,561524,296.304,1028.41,786.644,1389,486
22,561524,296.304,1028.41,786.644,1146,216
22,561524,296.304,1028.41,786.644,1351,411
22,561524,296.304,1028.41,786.644,1475,153
22,561524,296.304,1028.41,786.644,1434,109
22,561524,296.304,1028.41,786.644,1468,328
22,561524,296.304,1028.41,786.644,1031,442
22,561524,296.304,1028.41,786.644,1432,382
22,561524,296.304,1028.41,786.644,1390,89
22,561524,296.304,1028.41,786.644,1292,427
22,561524,296.304,1028.41,786.644,1123,215
22,561524,296.304,1028.41,786.644,1168,70
22,561524,296.304,1028.41,786.644,1437,141
22,561524,296.304,1028.41,786.644,1261,343
22,561524,296.304,1028.41,786.644,1328,7
22,561524,296.304,1028.41,786.644,1345,330
22,561524,296.304,1028.41,786.644,1073,80
22,561524,296.304,1028.41,786.644,1290,302
22,561524,296.304,1028.41,786.644,1389,476
22,561524,296.304,1028.41,786.644,1064,372
22,561524,296.304,1028.41,786.644,1262,471
22,561524,296.304,1028.41,786.644,1196,265
22,561524,296.304,1028.41,786.644,1159,164
22,561524,296.304,1028.41,786.644,1047,279
22,561524,296.304,1028.41,786.644,1341,290
22,561524,296.304,1028.41,786.644,1027,182
22,561524,296.304,1028.41,786.644,784,615
22,561524,296.304,1028.41,786.644,660,645
22,561524,296.304,1028.41,786.644,917,610
22,561524,296.304,1028.41,786.644,950,912
22,561524,296.304,1028.41,786.644,965,993
22,561524,296.304,1028.41,786.644,670,801
22,561524,296.304,1028.41,786.644,642,585
22,561524,296.304,1028.41,786.644,643,752
22,561524,296.304,1028.41,786.644,795,822
22,561524,296.304,1028.41,786.644,597,562
22,561524,296.304,1028.41,786.644,915,501
22,561524,296.304,1028.41,786.644,514,823
22,561524,296.304,1028.41,786.644,691,816
22,561524,296.304,1028.41,786.644,966,626
22,561524,296.304,1028.41,786.644,888,933
22,561524,296.304,1028.41,786.644,810,550
22,561524,296.304,1028.41,786.644,955,920
22,561524,296.304,1028.41,786.644,881,561
22,561524,296.304,1028.41,786.644,835,992
22,561524,296.304,1028.41,786.644,556,533
22,561524,296.304,1028.41,786.644,690,670
22,561524,296.304,1028.41,786.644,657,811
22,561524,296.304,1028.41,786.644,522,883
22,561524,296.304,1028.41,786.644,885,355
22,561524,296.304,1028.41,786.644,576,373
22,561524,296.304,1028.41,786.644,892,190
22,561524,296.304,1028.41,786.644,976,385
22,561524,296.304,1028.41,786.644,552,467
22,561524,296.304,1028.41,786.644,712,72
22,561524,296.304,1028.41,786.644,761,477
22,561524,296.304,1028.41,786.644,994,449
22,561524,296.304,1028.41,786.644,608,6
22,561524,296.304,1028.41,786.644,672,467
22,561524,296.304,1028.41,786.644,989,372
22,561524,296.304,1028.41,786.644,689,281
22,561524,296.304,1028.41,786.644,956,35
22,561524,296.304,1028.41,786.644,639,317
22,561524,296.304,1028.41,786.644,988,301
22,561524,296.304,1028.41,786.644,893,313
23,582767,296.304,1028.41,806.484,1131,555
23,582767,296.304,1028.41,806.484,1073,829
23,582767,296.304,1028.41,806.484,1182,562
23,582767,296.304,1028.41,806.484,1368,553
23,582767,296.304,1028.41,806.484,1020,671
23,582767,296.304,1028.41,806.484,1456,595
23,582767,296.304,1028.41,806.484,1051,810
23,582767,296.304,1028.41,806.484,1250,509
23,582767,296.304,1028.41,806.484,1479,666
23,582767,296.304,1028.41,806.484,1289,655
23,582767,296.304,1028.41,806.484,1168,617
23,582767,296.304,1028.41,806.484,1234,524
23,582767,296.304,1028.41,806.484,1355,666
23,582767,296.304,1028.41,806.484,1081,632
23,582767,296.304,1028.41,806.484,1190,615
23,582767,296.304,1028.41,806.484,1403,537
23,582767,296.304,1028.41,806.484,1292,217
23,582767,296.304,1028.41,806.484,1440,498
23,582767,296.304,1028.41,806.484,1102,210
23,582767,296.304,1028.41,806.484,1386,221
23,582767,296.304,1028.41,806.484,1357,64
23,582767,296.304,1028.41,806.484,1225,183
23,582767,296.304,1028.41,806.484,1324,159
23,582767,296.304,1028.41,806.484,1271,350
23,582767,296.304,1028.41,806.484,1458,210
23,582767,296.304,1028.41,806.484,1467,143
23,582767,296.304,1028.41,806.484,1389,486
23,582767,296.304,1028.41,806.484,1146,216
23,582767,296.304,1028.41,806.484,1486,453
23,582767,296.304,1028.41,806.484,1351,411
23,582767,296.304,1028.41,806.484,1475,153
23,582767,296.304,1028.41,806.484,1434,109
23,582767,296.304,1028.41,806.484,1468,328
23,582767,296.304,1028.41,806.484,1031,442
23,582767,296.304,1028.41,806.484,1432,382
23,582767,296.304,1028.41,806.484,1390,89
23,582767,296.304,1028.41,806.484,1292,427
23,582767,296.304,1028.41,806.484,1123,215
23,582767,296.304,1028.41,806.484,1168,70
23,582767,296.304,1028.41,806.484,1437,141
23,582767,296.304,1028.41,806.484,1261,343
23,582767,296.304,1028.41,806.484,1328,7
23,582767,296.304,1028.41,806.484,1345,330
23,582767,296.304,1028.41,806.484,1073,80
23,582767,296.304,1028.41,806.484,1290,302
23,582767,296.304,1028.41,806.484,1389,476
23,582767,296.304,1028.41,806.484,1064,372
23,582767,296.304,1028.41,806.484,1262,471
23,582767,296.304,1028.41,806.484,1196,265
23,582767,296.304,1028.41,806.484,1159,164
23,582767,296.304,1028.41,806.484,1047,279
23,582767,296.304,1028.41,806.484,1341,290
23,582767,296.304,1028.41,806.484,1027,182
23,582767,296.304,1028.41,806.484,1234,375
23,582767,296.304,1028.41,806.484,784,615
23,582767,296.304,1028.41,806.484,660,645
23,582767,296.304,1028.41,806.484,917,610
23,582767,296.304,1028.41,806.484,950,912
23,582767,296.304,1028.41,806.484,965,993
23,582767,296.304,1028.41,806.484,670,801
23,582767,296.304,1028.41,806.484,642,585
23,582767,296.304,1028.41,806.484,643,752
23,582767,296.304,1028.41,806.484,795,822
23,582767,296.304,1028.41,806.484,597,562
23,582767,296.304,1028.41,806.484,915,501
23,582767,296.304,1028.41,806.484,514,823
23,582767,296.304,1028.41,806.484,691,816
23,582767,296.304,1028.41,806.484,966,626
23,582767,296.304,1028.41,806.484,888,933
23,582767,296.304,1028.41,806.484,810,550
23,582767,296.304,1028.41,806.484,955,920
23,582767,296.304,1028.41,806.484,881,561
23,582767,296.304,1028.41,806.484,835,992
23,582767,296.304,1028.41,806.484,556,533
23,582767,296.304,1028.41,806.484,690,670
23,582767,296.304,1028.41,806.484,657,811
23,582767,296.304,1028.41,806.484,522,883
23,582767,296.304,1028.41,806.484,885,355
23,582767,296.304,1028.41,806.484,576,373
23,582767,296.304,1028.41,806.484,892,190
23,582767,296.304,1028.41,806.484,976,385
23,582767,296.304,1028.41,806.484,552,467
23,582767,296.304,1028.41,806.484,712,72
23,582767,296.304,1028.41,806.484,761,477
23,582767,296.304,1028.41,806.484,994,449
23,582767,296.304,1028.41,806.484,868,265
23,582767,296.304,1028.41,806.484,672,467
23,582767,296.304,1028.41,806.484,989,372
23,582767,296.304,1028.41,806.484,689,281
23,582767,296.304,1028.41,806.484,956,35
23,582767,296.304,1028.41,806.484,999,87
23,582767,296.304,1028.41,806.484,859,237
23,582767,296.304,1028.41,806.484,639,317
23,582767,296.304,1028.41,806.484,631,177
23,582767,296.304,1028.41,806.484,914,301
23,582767,296.304,1028.41,806.484,988,301
23,582767,296.304,1028.41,806.484,893,313
23,582767,296.304,1028.41,806.484,801,360
23,582767,296.304,1028.41,806.484,849,376
23,582767,296.304,1028.41,806.484,879,178
24,602748,296.304,1028.41,796.026,1131,555
24,602748,296.304,1028.41,796.026,1073,829
24,602748,296.304,1028.41,796.026,1182,562
24,602748,296.304,1028.41,796.026,1368,553
24,602748,296.304,1028.41,796.026,1020,671
24,602748,296.304,1028.41,796.026,1456,595
24,602748,296.304,1028.41,796.026,1051,810
24,602748,296.304,1028.41,796.026,1250,509
24,602748,296.304,1028.41,796.026,1479,666
24,602748,296.304,1028.41,796.026,1289,655
24,602748,296.304,1028.41,796.026,1168,617
24,602748,296.304,1028.41,796.026,1234,524
24,602748,296.304,1028.41,796.026,1355,666
24,602748,296.304,1028.41,796.026,1081,632
24,602748,296.304,1028.41,796.026,1190,615
24,602748,296.304,1028.41,796.026,1403,537
24,602748,296.304,1028.41,796.026,1292,217
24,602748,296.304,1028.41,796.026,1440,498
24,602748,296.304,1028.41,796.026,1102,210
24,602748,296.304,1028.41,796.026,1386,221
24,602748,296.304,1028.41,796.026,1357,64
24,602748,296.304,1028.41,796.026,1225,183
24,602748,296.304,1028.41,796.026,1324,159
24,602748,296.304,1028.41,796.026,1271,350
24,602748,296.304,1028.41,796.026,1458,210
24,602748,296.304,1028.41,796.026,1467,143
24,602748,296.304,1028.41,796.026,1389,486
24,602748,296.304,1028.41,796.026,1146,216
24,602748,296.304,1028.41,796.026,1486,453
24,602748,296.304,1028.41,796.026,1351,411
24,602748,296.304,1028.41,796.026,1475,153
24,602748,296.304,1028.41,796.026,1434,109
24,602748,296.304,1028.41,796.026,1468,328
24,602748,296.304,1028.41,796.026,1031,442
24,602748,296.304,1028.41,796.026,1432,382
24,602748,296.304,1028.41,796.026,1390,89
24,602748,296.304,1028.41,796.026,1292,427
24,602748,296.304,1028.41,796.026,1123,215
24,602748,296.304,1028.41,796.026,1168,70
24,602748,296.304,1028.41,796.026,1437,141
24,602748,296.304,1028.41,796.026,1261,343
24,602748,296.304,1028.41,796.026,1328,7
24,602748,296.304,1028.41,796.026,1345,330
24,602748,296.304,1028.41,796.026,1073,80
24,602748,296.304,1028.41,796.026,1290,302
24,602748,296.304,1028.41,796.026,1389,476
24,602748,296.304,1028.41,796.026,1064,372
24,602748,296.304,1028.41,796.026,1262,471
24,602748,296.304,1028.41,796.026,1196,265
24,602748,296.304,1028.41,796.026,1159,164
24,602748,296.304,1028.41,796.026,1047,279
24,602748,296.304,1028.41,796.026,1341,290
24,602748,296.304,1028.41,796.026,1027,182
24,602748,296.304,1028.41,796.026,1234,375
24,602748,296.304,1028.41,796.026,784,615
24,602748,296.304,1028.41,796.026,660,645
24,602748,296.304,1028.41,796.026,917,610
24,602748,296.304,1028.41,796.026,950,912
24,602748,296.304,1028.41,796.026,965,993
24,602748,296.304,1028.41,796.026,670,801
24,602748,296.304,1028.41,796.026,642,585
24,602748,296.304,1028.41,796.026,643,752
24,602748,296.304,1028.41,796.026,795,822
24,602748,296.304,1028.41,796.026,597,562
24,602748,296.304,1028.41,796.026,915,501
24,602748,296.304,1028.41,796.026,514,823
24,602748,296.304,1028.41,796.026,691,816
24,602748,296.304,1028.41,796.026,966,626
24,602748,296.304,1028.41,796.026,888,933
24,602748,296.304,1028.41,796.026,810,550
24,602748,296.304,1028.41,796.026,955,920
24,602748,296.304,1028.41,796.026,881,561
24,602748,296.304,1028.41,796.026,835,992
24,602748,296.304,1028.41,796.026,556,533
24,602748,296.304,1028.41,796.026,690,670
24,602748,296.304,1028.41,796.026,657,811
24,602748,296.304,1028.41,796.026,522,883
24,602748,296.304,1028.41,796.026,838,904
24,602748,296.304,1028.41,796.026,742,948
24,602748,296.304,1028.41,796.026,679,586
24,602748,296.304,1028.41,796.026,885,355
24,602748,296.304,1028.41,796.026,576,373
24,602748,296.304,1028.41,796.026,892,190
24,602748,296.304,1028.41,796.026,754,68
24,602748,296.304,1028.41,796.026,976,385
24,602748,296.304,1028.41,796.026,552,467
24,602748,296.304,1028.41,796.026,712,72
24,602748,296.304,1028.41,796.026,806,219
24,602748,296.304,1028.41,796.026,994,449
24,602748,296.304,1028.41,796.026,868,265
24,602748,296.304,1028.41,796.026,672,467
24,602748,296.304,1028.41,796.026,989,372
24,602748,296.304,1028.41,796.026,689,281
24,602748,296.304,1028.41,796.026,956,35
24,602748,296.304,1028.41,796.026,643,329
24,602748,296.304,1028.41,796.026,999,87
24,602748,296.304,1028.41,796.026,859,237
24,602748,296.304,1028.41,796.026,743,133
24,602748,296.304,1028.41,796.026,639,317
24,602748,296.304,1028.41,796.026,631,177
24,602748,296.304,1028.41,796.026,914,301
24,602748,296.304,1028.41,796.026,988,301
24,602748,296.304,1028.41,796.026,893,313
24,602748,296.304,1028.41,796.026,801,360
24,602748,296.304,1028.41,796.026,849,376
24,602748,296.304,1028.41,796.026,879,178
25,621625,296.304,1028.41,790.812,1131,555
25,621625,296.304,1028.41,790.812,1073,829
25,621625,296.304,1028.41,790.812,1182,562
25,621625,296.304,1028.41,790.812,1368,553
25,621625,296.304,1028.41,790.812,1020,671
25,621625,296.304,1028.41,790.812,1456,595
25,621625,296.304,1028.41,790.812,1051,810
25,621625,296.304,1028.41,790.812,1250,509
25,621625,296.304,1028.41,790.812,1479,666
25,621625,296.304,1028.41,790.812,1289,655
25,621625,296.304,1028.41,790.812,1168,617
25,621625,296.304,1028.41,790.812,1234,524
25,621625,296.304,1028.41,790.812,1355,666
25,621625,296.304,1028.41,790.812,1081,632
25,621625,296.304,1028.41,790.812,1190,615
25,621625,296.304,1028.41,790.812,1403,537
25,621625,296.304,1028.41,790.812,1270,569
